Address,Longitude,Latitude,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Zipcode
Piletoften 10,56.009777,12.044242,1395000,Fritidshus,2.0,1971.0,lav,760.0,3828,3.385,25,55800,C,3300
Skibsvænget 5,55.943059,12.047219,5495000,Villa,6.0,2021.0,høj,760.0,165,501.0,236,23283,A2015,3300
Ahornvej 12,55.978365,12.022731,1595000,Villa,4.0,1955.0,lav,575.0,83,236.0,94,16968,D,3300
Fjordgade 7,55.968323,12.016543,3250000,Villa,4.0,1956.0,lav,633.0,747,417.0,118,27542,C,3300
Rørskærvej 12,56.013101,12.069391,4850000,Fritidshus,6.0,2007.0,høj,760.0,2930,2.961,184,26358,C,3300
Annasvej 2,56.005625,11.992605,1695000,Villa,4.0,1968.0,lav,760.0,622,343.0,106,15990,C,3300
Sneppevænget 1,56.009607,12.060958,2995000,Fritidshus,3.0,1978.0,mellem,760.0,3506,3.55,92,32554,C,3300
Baggersvej 54,55.984196,12.006406,2150000,Villa,3.0,1969.0,lav,760.0,234,1.003,103,20873,D,3300
Sune Ebbesensvej 17,56.020657,12.045169,4495000,Fritidshus,4.0,1947.0,meget høj,760.0,4297,3.692,69,65144,C,3300
Ellevej 49,55.988261,12.009694,2275000,Villa,4.0,1970.0,lav,760.0,709,1.203,114,19956,C,3300
Baggersvej 82,55.985859,12.006506,2595000,Villa,5.0,1973.0,lav,760.0,418,1.118,161,16118,C,3300
Hjortevej 1,56.00345,12.011396,1495000,Villa,6.0,1953.0,mellem,760.0,1838,1.411,169,8846,F,3300
Stjernevej 7,55.943198,12.028888,4800000,Fritidshus,5.0,1991.0,meget lav,760.0,1012,698.0,166,28915,C,3300
"Krudttårnsbakken 11, 1. mf",55.968976,12.026859,3395000,Ejerlejlighed,4.0,1968.0,lav,578.0,472,548.0,136,24963,C,3300
Gartnervænget 6B,56.011159,12.024229,3195000,Fritidshus,5.0,1981.0,høj,760.0,2702,2.126,190,16815,C,3300
Skovsvinget 3,56.019511,12.065067,1795000,Fritidshus,4.0,1987.0,høj,760.0,3247,3.246,67,26791,C,3300
Kirsebærvej 5,55.944936,12.032303,1095000,Fritidshus,2.0,1964.0,mellem,760.0,746,429.0,36,30416,C,3300
Ahornvej 33,55.98113,12.02319,2995000,Villa,5.0,1954.0,lav,884.0,384,360.0,157,19076,C,3300
Bogfinkevej 11,55.941128,12.032632,1895000,Fritidshus,5.0,1965.0,meget lav,760.0,845,836.0,107,17710,C,3300
Skovvej 2B,55.966903,12.038963,1795000,Villa,2.0,1952.0,lav,760.0,548,1.34,70,25642,D,3300
Revlingsvinget 3,56.019596,12.069828,2845000,Fritidshus,5.0,2012.0,høj,760.0,2951,2.947,141,20177,C,3300
Kristtornvej 35,55.965186,12.036243,3995000,Villa,5.0,1974.0,lav,760.0,641,1.279,171,23362,C,3300
Auderød Byvej 9,55.97488,12.06904,4895000,Villa,4.0,1968.0,mellem,760.0,2159,3.154,156,31378,C,3300
Piletoften 4,56.010073,12.043039,3350000,Fritidshus,4.0,1961.0,lav,760.0,3831,3.31,103,32524,C,3300
Hvidsværmervej 9,55.939752,12.039151,2495000,Fritidshus,3.0,1974.0,meget lav,760.0,484,999.0,69,36159,C,3300
Møllevangsvej 36,56.005544,11.995729,2595000,Villa,5.0,1934.0,lav,760.0,822,448.0,104,24951,D,3300
Skovsvinget 5,56.019849,12.065403,1695000,Fritidshus,4.0,1980.0,høj,760.0,3233,3.23,63,26904,C,3300
Kristtornvej 39,55.964924,12.035911,3995000,Villa,7.0,1984.0,lav,760.0,664,1.278,196,20382,C,3300
Blåfuglevej 17,55.939972,12.041516,2350000,Fritidshus,3.0,1992.0,meget lav,760.0,343,911.0,130,18076,C,3300
Heilmannsvej 6,55.971888,12.025166,2795000,Villa,4.0,1912.0,lav,270.0,237,355.0,106,26367,D,3300
Hvidtjørnevej 11,55.986413,12.009154,1995000,Villa,4.0,1970.0,lav,760.0,502,1.051,126,15833,C,3300
Bryggervangen 7,55.979513,12.021253,3195000,Villa,7.0,1955.0,lav,699.0,203,152.0,190,16815,E,3300
Degnebakken 6,55.947807,12.027109,1795000,Fritidshus,5.0,1968.0,mellem,760.0,704,483.0,104,17259,C,3300
Lille Ryvej 3,56.018138,12.071571,9800000,Fritidshus,10.0,1912.0,høj,760.0,2814,2.818,254,38582,C,3300
Strandvejen 53,55.96198,12.021704,1795000,Villa,3.0,1930.0,mellem,760.0,1234,1.081,107,16775,D,3300
Ryagervej 1,56.005647,12.058426,1750000,Fritidshus,2.0,1969.0,lav,760.0,3757,3.815,35,50000,C,3300
Ligustervej 22,55.950591,12.042835,1695000,Villa,4.0,1963.0,mellem,760.0,416,425.0,102,16617,D,3300
Lars Holmsvej 9A,56.01093,12.044119,4995000,Fritidshus,5.0,2022.0,lav,760.0,3944,3.384,152,32861,C,3300
Åsebro 15,55.97992,12.016241,2695000,Villa,5.0,1987.0,lav,818.0,404,218.0,136,19816,C,3300
Rørskærvej 6,56.013247,12.067971,1995000,Fritidshus,4.0,1947.0,høj,760.0,3019,3.049,50,39900,C,3300
Skovtoften 13,56.013707,12.047821,4995000,Fritidshus,4.0,1960.0,lav,760.0,4230,3.654,125,39960,C,3300
Melby Enghavevej 8,55.991248,12.008198,1875000,Villa,4.0,1971.0,mellem,760.0,1020,1.54,122,15368,D,3300
Musvitvej 1D,55.931788,12.046787,1850000,Fritidshus,3.0,2009.0,lav,760.0,1113,1.751,76,24342,C,3300
Rørskærvej 14,56.012979,12.070016,3750000,Fritidshus,4.0,1960.0,høj,760.0,2891,2.923,96,39062,C,3300
Jernvænget 9,55.953055,12.03552,1888888,Villa,4.0,1969.0,mellem,760.0,210,501.0,91,20757,E,3300
Åvænget 3,56.00589,12.044898,2195000,Fritidshus,3.0,1974.0,meget lav,760.0,3448,3.419,71,30915,C,3300
Elverhøj 40,55.990704,12.023479,3995000,Villa,4.0,2006.0,lav,760.0,1429,1.342,156,25608,C,3300
Bogfinkevej 15,55.941556,12.0328,2333000,Fritidshus,2.0,1964.0,meget lav,760.0,832,787.0,50,46660,C,3300
Ellevej 59,55.989309,12.009688,2495000,Villa,4.0,1962.0,lav,760.0,821,1.306,178,14016,C,3300
Åsebro 16A,55.980604,12.017016,1995000,Rækkehus,4.0,1872.0,lav,870.0,450,235.0,118,16906,B,3300
Cottagevej 2,56.017086,12.06291,3395000,Fritidshus,3.0,1960.0,høj,760.0,3350,3.361,108,31435,C,3300
Bukketornvej 58,55.964345,12.03263,1895000,Villa,4.0,1975.0,lav,760.0,714,1.159,120,15791,E,3300
Lærkevænget 14,56.006897,12.063979,3795000,Fritidshus,4.0,2006.0,høj,760.0,3379,3.437,105,36142,C,3300
Vinkelvej 10,55.980923,12.021633,2495000,Villa,6.0,1962.0,lav,855.0,354,278.0,162,15401,E,3300
Strandgade 21,55.971939,12.015549,2675000,Villa,5.0,1922.0,lav,412.0,510,261.0,170,15735,E,3300
Arrenakkestien 16,56.010715,12.028582,4995000,Fritidshus,4.0,2019.0,høj,760.0,2962,2.395,101,49455,C,3300
Revlingsvinget 9,56.0196,12.068461,3495000,Fritidshus,5.0,2013.0,høj,760.0,3036,3.033,136,25698,C,3300
Nørrevangen 10,55.95032,12.04719,2475000,Villa,5.0,1973.0,mellem,760.0,694,306.0,165,15000,D,3300
Skovhjørnet 7,55.999628,12.011757,2995000,Villa,4.0,1965.0,mellem,760.0,1967,1.648,148,20236,D,3300
Bjørnebakkevej 68,55.958707,12.025946,2675000,Rækkehus,5.0,2006.0,mellem,760.0,1064,1.252,132,20265,C,3300
Skovbovej 23,56.008632,12.002074,1995000,Fritidshus,2.0,1977.0,høj,760.0,1264,696.0,52,38365,C,3300
Mosetoften 5,56.008272,12.04757,1695000,Fritidshus,2.0,2001.0,lav,760.0,3760,3.594,43,39418,C,3300
Arresø Alle 18,56.015523,12.058313,2690000,Fritidshus,5.0,1961.0,høj,760.0,3633,3.651,120,22416,C,3300
Gøgekrogen 6,56.012012,12.054453,2675000,Fritidshus,3.0,1967.0,mellem,760.0,3887,3.92,79,33860,C,3300
Skovdalsvej 11,55.985567,12.016872,1695000,Villa,3.0,1947.0,lav,760.0,737,757.0,91,18626,D,3300
Møllevangsvej 13,56.006541,11.991905,3195000,Villa,8.0,1877.0,lav,760.0,583,234.0,175,18257,D,3300
Frederikssundsvej 105,55.925208,12.052777,2295000,Villa,6.0,1965.0,meget lav,611.0,589,1.205,138,16630,B,3310
Maxivej 3,55.906474,12.059192,1345000,Fritidshus,3.0,1970.0,lav,611.0,1825,2.1,79,17025,B,3310
Fasanstien 7,55.915488,12.054744,1775000,Fritidshus,5.0,1999.0,lav,611.0,1120,1.455,66,26893,B,3310
Dortheasvej 1,55.896234,12.061793,1995000,Fritidshus,4.0,1996.0,lav,611.0,2846,3.134,100,19950,B,3310
Lærkestien 13,55.913959,12.051223,2245000,Fritidshus,3.0,1952.0,lav,611.0,1374,1.736,89,25224,B,3310
Snerosevej 11,55.921948,12.063977,2795000,Villa,7.0,1974.0,mellem,611.0,330,575.0,248,11270,B,3310
Dalsvinget 9,55.89637,12.053775,1795000,Fritidshus,6.0,1968.0,lav,611.0,2990,3.268,159,11289,B,3310
Bakkestien 14,55.914645,12.051695,1495000,Fritidshus,2.0,1952.0,lav,611.0,1293,1.666,56,26696,B,3310
Stokrosevej 4,55.920761,12.070549,2445000,Rækkehus,4.0,2002.0,mellem,611.0,100,358.0,112,21830,B,3310
Dalsvinget 10A,55.896079,12.052812,1895000,Fritidshus,5.0,1969.0,lav,611.0,3043,3.321,83,22831,B,3310
Minivej 5,55.908883,12.054709,1295000,Fritidshus,4.0,1973.0,lav,611.0,1753,2.003,74,17500,B,3310
Rylevej 14,55.902852,12.048366,2795000,Fritidshus,4.0,1962.0,meget lav,611.0,2530,2.784,119,23487,B,3310
Blåhatvej 25,55.927945,12.042655,4595000,Fritidshus,3.0,2014.0,lav,611.0,1283,1.882,80,57437,B,3310
C.A. Nielsensvej 36,55.922178,12.045816,9500000,Fritidshus,3.0,1922.0,meget lav,611.0,1066,1.672,117,81196,B,3310
Byvej 5,55.922602,12.071025,1875000,Villa,4.0,1925.0,mellem,611.0,164,160.0,130,14423,D,3310
Hvedevangen 20,55.89339,12.052675,1975000,Fritidshus,3.0,1973.0,lav,611.0,3322,3.602,51,38725,B,3310
H.J. Henriksens Vej 21,55.923552,12.081433,4495000,Villa,2.0,1961.0,høj,611.0,660,575.0,77,58376,E,3310
Norgesvej 11,55.891152,12.055641,1895000,Fritidshus,3.0,1980.0,lav,611.0,3464,3.629,62,30564,B,3310
Kildebakkerne 35,55.924363,12.04851,6650000,Villa,7.0,1890.0,meget lav,611.0,858,1.476,305,21803,C,3310
Rylevej 8,55.902206,12.048048,2295000,Fritidshus,3.0,1964.0,meget lav,611.0,2600,2.856,119,19285,B,3310
Mosesvinget 5,55.90112,12.056355,1395000,Fritidshus,2.0,1962.0,lav,611.0,2440,2.717,68,20514,B,3310
Ølstedvej 88,55.923988,12.063603,2995000,Rækkehus,4.0,2022.0,mellem,611.0,130,521.0,104,28798,A,3310
Gåsevej 2,55.901575,12.050094,2195000,Fritidshus,5.0,1968.0,meget lav,611.0,2585,2.847,103,21310,B,3310
Bakkedraget 29,55.895983,12.052123,1145000,Fritidshus,2.0,1950.0,lav,611.0,3071,3.347,51,22450,B,3310
Peder Andersensvej 15,55.899594,12.054291,1095000,Fritidshus,3.0,1963.0,meget lav,611.0,2649,2.924,45,24333,B,3310
Kildebakkerne 13,55.925435,12.049965,1795000,Villa,3.0,1969.0,meget lav,611.0,769,1.385,106,16933,F,3310
Brudelysvej 3,55.893199,12.062212,1295000,Fritidshus,4.0,1965.0,lav,611.0,3170,3.458,67,19328,B,3310
Østervangen 7,55.911171,12.056403,895000,Fritidshus,3.0,1965.0,lav,611.0,1489,1.734,67,13358,B,3310
Marguritevej 6,55.900896,12.049118,1395000,Fritidshus,4.0,1958.0,meget lav,611.0,2682,2.944,45,31000,B,3310
Birkebakkerne 25,55.922808,12.049559,1995000,Fritidshus,3.0,1984.0,meget lav,611.0,818,1.425,88,22670,B,3310
Gartnervej 12,55.900531,12.053303,2495000,Fritidshus,4.0,2019.0,meget lav,611.0,2583,2.855,95,26263,B,3310
Peder Andersensvej 2,55.900068,12.053926,1995000,Fritidshus,4.0,2006.0,meget lav,611.0,2612,2.886,83,24036,B,3310
Ørnevej 38,55.905146,12.060225,1395000,Fritidshus,3.0,1975.0,lav,611.0,1932,2.211,94,14840,B,3310
Birkebakkerne 32,55.923114,12.048205,2195000,Fritidshus,5.0,1985.0,meget lav,611.0,894,1.506,102,21519,B,3310
Ørnevej 46,55.906061,12.060069,995000,Fritidshus,3.0,1968.0,lav,611.0,1843,2.12,68,14632,B,3310
Egevangen 4,55.893776,12.057561,1695000,Fritidshus,3.0,1965.0,lav,611.0,3180,3.464,72,23541,B,3310
Birkebakkerne 24,55.9233,12.049402,1895000,Fritidshus,3.0,1954.0,meget lav,611.0,816,1.428,93,20376,B,3310
Bakkesvinget 2A,55.897919,12.055138,1995000,Fritidshus,5.0,1967.0,lav,611.0,2798,3.076,138,14456,B,3310
Rønnebakken 18,55.909867,12.051058,4250000,Fritidshus,4.0,2021.0,lav,611.0,1786,2.06,122,34836,B,3310
Falkebakken 14,55.90309,12.056221,1095000,Fritidshus,3.0,1969.0,lav,611.0,2246,2.52,49,22346,B,3310
Store Havelse Strandvej 45,55.901245,12.048719,2645000,Fritidshus,4.0,1960.0,meget lav,611.0,2663,2.923,95,27842,B,3310
Thannersvej 18,55.928142,12.04673,1495000,Fritidshus,5.0,1973.0,lav,611.0,1044,1.632,108,13842,B,3310
Store Havelsevej 150,55.90264,12.068202,2650000,Villa,6.0,1979.0,lav,611.0,2075,2.364,167,15868,B,3310
Store Havelsevej 96,55.904927,12.069145,1095000,Villa,5.0,1860.0,lav,611.0,1816,2.105,138,7934,F,3310
Hagelundsvej 31,56.008074,11.969768,3695000,Villa,6.0,1933.0,lav,611.0,869,594.0,198,18661,D,3360
Ole Rasmussensvej 1B,56.014317,11.967229,10900000,Villa,5.0,1977.0,mellem,611.0,1369,245.0,189,57671,D,3360
Haldsvej 19,56.001699,11.930438,4985000,Fritidshus,5.0,1959.0,mellem,611.0,2194,2.223,114,43728,D,3360
Lærkesangsvej 9,56.007777,11.971275,2595000,Fritidshus,2.0,1960.0,lav,611.0,768,676.0,71,36549,D,3360
Tørvelodsvej 17,56.002476,11.988266,1950000,Fritidshus,2.0,1960.0,lav,611.0,509,704.0,67,29104,D,3360
Obovej 13A,56.00413,11.985886,1495000,Villa,4.0,1974.0,lav,611.0,271,599.0,104,14375,F,3360
Lisegårdsvej 10B,56.008339,11.967563,2795000,Fritidshus,3.0,1976.0,lav,611.0,1012,505.0,77,36298,D,3360
Kystvej 8,56.013747,11.962219,18950000,Fritidshus,6.0,2009.0,mellem,611.0,1580,208.0,207,91545,A2010,3360
Klostervænget 14,56.009368,11.982876,2345000,Villa,4.0,1976.0,lav,611.0,392,534.0,104,22548,F,3360
Liselejevej 39,56.009565,11.980113,4795000,Fritidshus,8.0,1943.0,lav,611.0,448,711.0,143,33531,D,3360
Gerdasvej 8,56.004871,11.979257,2745000,Villa,4.0,1972.0,lav,611.0,252,863.0,146,18801,B,3360
Aakjærsvej 2,56.010886,11.953674,6295000,Fritidshus,4.0,1994.0,mellem,611.0,1941,734.0,88,71534,D,3360
Engholmsvej 30,56.00759,11.97871,4195000,Fritidshus,4.0,2020.0,lav,611.0,327,800.0,102,41127,D,3360
Strandvængevej 32,56.010576,11.95821,5995000,Fritidshus,5.0,1958.0,mellem,611.0,1655,476.0,187,32058,D,3360
Lisegårdsvej 10A,56.00832,11.967394,2995000,Fritidshus,3.0,1976.0,lav,611.0,1022,503.0,76,39407,D,3360
Classensvej 6,56.013796,11.966693,6495000,Villa,4.0,1976.0,mellem,611.0,1356,179.0,176,36903,D,3360
Jens Jensensvej 16,56.005726,11.949614,3595000,Fritidshus,4.0,1966.0,mellem,611.0,1916,1.232,83,43313,D,3360
Jens Hansensvej 14,56.00843,11.978152,2345000,Fritidshus,2.0,1958.0,lav,611.0,415,828.0,55,42636,D,3360
Østerledsvej 13,56.009685,11.975011,4985000,Fritidshus,4.0,2020.0,lav,611.0,656,726.0,105,47476,D,3360
Kløverstien 13,56.00281,11.981014,2995000,Fritidshus,4.0,2001.0,lav,611.0,356,911.0,69,43405,D,3360
Haldsvej 4C,56.003211,11.93239,12200000,Fritidshus,4.0,1977.0,mellem,611.0,2312,2.313,140,87142,D,3360
Lisegårdsvej 12A,56.008915,11.967768,4995000,Fritidshus,5.0,1976.0,lav,611.0,1019,451.0,137,36459,D,3360
Vedamsvej 1,56.001595,11.987896,2795000,Fritidshus,3.0,2004.0,lav,611.0,571,805.0,98,28520,D,3360
Hellebakkevej 3,56.007096,11.943174,8995000,Fritidshus,4.0,2013.0,mellem,611.0,2314,1.507,111,81036,D,3360
Engholmsvej 1,56.004654,11.976296,2995000,Fritidshus,3.0,1974.0,lav,611.0,437,1.043,76,39407,D,3360
Liselejevej 81,56.012163,11.971897,5900000,Villa,6.0,1890.0,lav,611.0,989,455.0,256,23046,D,3360
Lærkesangsvej 18,56.007721,11.972075,3975000,Fritidshus,4.0,2008.0,lav,611.0,717,713.0,138,28804,D,3360
Carl Brissonsvej 18,55.980483,11.982527,1495000,Fritidshus,6.0,1976.0,lav,611.0,1557,2.339,107,13971,D,3370
Poul Reumertsvej 54,55.985904,11.977345,1195000,Fritidshus,4.0,1973.0,lav,611.0,919,2.314,72,16597,D,3370
Muldstensvænget 8,56.003773,11.953508,3195000,Fritidshus,3.0,2007.0,lav,611.0,1589,1.216,75,42600,D,3370
Muldbjergvej 12,56.001949,11.949521,2445000,Fritidshus,2.0,1965.0,mellem,611.0,1636,1.531,40,61125,D,3370
Nannasvej 9,55.990281,11.993868,2295000,Fritidshus,3.0,1970.0,mellem,611.0,1226,2.041,89,25786,D,3370
Hagelundsstien 4,56.005031,11.967578,2800000,Fritidshus,4.0,1944.0,lav,611.0,976,859.0,85,32941,D,3370
Lindebjergvej 43,56.002469,11.966642,5395000,Fritidshus,3.0,1996.0,lav,611.0,1072,1.131,160,33718,D,3370
Elmelunden 7,56.001651,11.93653,3695000,Fritidshus,5.0,1972.0,mellem,611.0,2078,2.127,88,41988,D,3370
Elmelunden 22,56.00062,11.933185,4195000,Fritidshus,6.0,1974.0,mellem,611.0,2022,2.058,126,33293,D,3370
Schiøler Lincksvej 15,55.980045,11.985945,2495000,Fritidshus,4.0,2008.0,lav,611.0,1348,2.118,112,22276,D,3370
Elna Lassensvej 48,55.982109,11.984505,2695000,Fritidshus,4.0,2006.0,mellem,611.0,1420,2.235,127,21220,D,3370
Sigynsvej 47,55.985809,11.991255,1995000,Fritidshus,3.0,1972.0,mellem,611.0,1073,1.936,92,21684,D,3370
Bakkely 14,56.003062,11.969387,1995000,Fritidshus,4.0,1965.0,lav,611.0,911,1.098,46,43369,D,3370
Fenrisvej 9,55.991273,11.985628,1995000,Fritidshus,5.0,1968.0,mellem,611.0,1018,1.955,156,12788,D,3370
Hans Kurtsvej 30,55.98567,11.977629,1795000,Fritidshus,4.0,1972.0,lav,611.0,950,2.328,105,17095,D,3370
Evetoftevej 143,55.988057,11.976641,2995000,Villa,5.0,1970.0,lav,611.0,696,2.319,166,18042,D,3370
Tollerupvej 34,55.995469,11.96357,2349000,Villa,6.0,1979.0,høj,611.0,489,1.903,154,15253,F,3370
Højbovej 3,55.997378,11.973296,1995000,Villa,4.0,1939.0,mellem,611.0,531,1.687,83,24036,D,3370
Egelunden 30,55.994547,11.945319,2495000,Fritidshus,3.0,1980.0,mellem,611.0,1255,1.338,80,31187,D,3370
Anna Borgsvej 5,55.979642,11.975101,1695000,Fritidshus,4.0,1973.0,mellem,611.0,1519,2.17,71,23873,D,3370
Poul Reumertsvej 30,55.982851,11.975325,1495000,Fritidshus,4.0,1975.0,lav,611.0,1178,2.157,62,24112,D,3370
Asta Nielsensvej 7,55.981248,11.98026,2150000,Fritidshus,4.0,2004.0,lav,611.0,1461,2.477,124,17338,D,3370
Sigynsvej 12,55.988402,11.985145,2895000,Fritidshus,4.0,1974.0,mellem,611.0,1095,2.274,98,29540,D,3370
Liva Weelsvej 10,55.979725,11.978733,1675000,Fritidshus,2.0,1974.0,mellem,611.0,1577,2.397,94,17819,D,3370
Carl Alstrupsvej 5,55.977744,11.974026,995000,Fritidshus,3.0,1974.0,mellem,611.0,1714,2.146,58,17155,D,3370
Uraniavej 6,55.994932,11.986534,1995000,Fritidshus,6.0,1961.0,mellem,611.0,1079,1.545,138,14456,D,3370
Striboltsvej 4,55.978932,11.982869,1495000,Fritidshus,4.0,1976.0,lav,611.0,1565,2.31,75,19933,D,3370
Ydunsvej 16,55.993752,11.996027,1850000,Fritidshus,4.0,1968.0,mellem,611.0,1465,1.677,68,27205,D,3370
Melbyvej 89,55.997131,11.972381,1995000,Villa,5.0,1941.0,mellem,611.0,484,1.746,140,14250,E,3370
Stjernehøj 8,56.002694,11.953048,5495000,Fritidshus,5.0,2021.0,lav,611.0,1538,1.326,148,37128,D,3370
Bjergvej 7,56.003401,11.965642,5650000,Fritidshus,4.0,2014.0,lav,611.0,1129,1.023,87,64942,G,3370
Tollerupvej 7,55.995243,11.968232,2925000,Villa,5.0,1923.0,mellem,611.0,271,1.939,208,14062,D,3370
Elna Lassensvej 72,55.981418,11.987621,1495000,Fritidshus,3.0,1976.0,mellem,611.0,1224,2.027,62,24112,D,3370
Else Skouboesvej 3,55.982005,11.978556,1595000,Fritidshus,4.0,1977.0,lav,611.0,1339,2.364,82,19451,D,3370
Hans Kurtsvej 13,55.984066,11.976622,1995000,Fritidshus,4.0,2010.0,lav,611.0,1080,2.245,82,24329,D,3370
Bjergstien 1,56.004503,11.965693,2995000,Fritidshus,5.0,1950.0,lav,611.0,1102,901.0,70,42785,D,3370
Humlehaven 8,55.932963,12.308659,2695000,Ejerlejlighed,3.0,1959.0,lav,408.0,317,357.0,85,31705,C,3400
Tjærebyvej 9,55.931413,12.216612,4495000,Villa,6.0,1840.0,meget lav,539.5,2926,3.07,192,23411,C,3400
Gulspurvevej 8,55.945967,12.257396,3295000,Villa,4.0,1964.0,lav,539.5,380,455.0,102,32303,D,3400
"Gl. Holmegårdsvej 33, st. tv",55.94276,12.312432,2445000,Ejerlejlighed,4.0,1970.0,lav,539.5,736,1.18,89,27471,D,3400
"Hostrupsvej 27, 5. th",55.928333,12.301011,2245000,Ejerlejlighed,2.0,1959.0,lav,242.0,434,209.0,60,37416,C,3400
Smedievej 63,55.934494,12.349549,4495000,Villa,4.0,1973.0,lav,539.5,367,541.0,143,31433,C,3400
Ved Skansebakken 103,55.93331,12.334709,2245000,Rækkehus,2.0,1959.0,lav,276.0,269,265.0,53,42358,C,3400
Jespervej 5,55.935802,12.31429,2995000,Villa,9.0,1906.0,mellem,884.0,447,482.0,181,16546,C,3400
Tirsdagsengen 46,55.928058,12.275372,1395000,Fritidshus,3.0,1959.0,lav,539.5,1265,605.0,50,27900,C,3400
Regnbuen 61,55.939631,12.262465,4395000,Rækkehus,4.0,2017.0,lav,923.0,212,322.0,133,33045,A,3400
Slotsvænget 16,55.939105,12.309197,6495000,Villa,5.0,1959.0,lav,539.5,719,968.0,132,49204,C,3400
Brødeskovparken 95,55.88849,12.281955,4650000,Villa,6.0,2001.0,mellem,539.5,558,3.528,155,30000,C,3400
Brødeskovparken 14,55.88814,12.285469,4195000,Villa,5.0,2002.0,mellem,539.5,775,3.54,160,26218,B,3400
"Solbakken 2D, 1. th",55.934176,12.316213,2550000,Ejerlejlighed,3.0,1959.0,mellem,870.0,413,283.0,98,26020,B,3400
Kongens Vænge 263,55.943093,12.346371,3495000,Rækkehus,4.0,2006.0,mellem,539.5,259,1.461,98,35663,B,3400
Tirsdagsvænget 21,55.92847,12.284922,1645000,Fritidshus,2.0,1959.0,mellem,971.0,737,474.0,68,24191,C,3400
Gadekærvej 11,55.903314,12.240495,2995000,Villa,4.0,1959.0,meget lav,539.5,2731,2.9,138,21702,C,3400
Enghavegårdsvej 40,55.888947,12.270847,2999000,Villa,3.0,1969.0,høj,539.5,226,3.654,117,25632,C,3400
Fuglefængervej 9,55.941625,12.281011,4145000,Villa,4.0,1973.0,mellem,357.0,211,91.0,154,26915,E,3400
"Fredskovhellet 24, st. th",55.932043,12.337787,2350000,Ejerlejlighed,4.0,1963.0,lav,260.0,197,245.0,110,21363,D,3400
Viemosevej 3,55.949362,12.261677,5995000,Villa,6.0,2006.0,lav,539.5,321,186.0,154,38928,B,3400
Brødeskovvej 25,55.894743,12.312571,5895000,Villa,4.0,1955.0,meget lav,539.5,1545,3.131,159,37075,A,3400
Jespervej 259,55.945996,12.342454,2995000,Villa,4.0,1940.0,lav,539.5,649,1.748,105,28523,E,3400
Åmosevej 5,55.926018,12.299866,4345000,Villa,4.0,1910.0,mellem,486.0,443,352.0,124,35040,D,3400
Vangeledet 3,55.942254,12.276538,4595000,Villa,5.0,1959.0,mellem,317.0,146,283.0,161,28540,C,3400
"Nordre Jernbanevej 3B, st. th",55.931523,12.307702,2995000,Ejerlejlighed,3.0,1959.0,lav,254.0,218,189.0,98,30561,C,3400
Hansensvej 19,55.926188,12.304348,5495000,Villa,6.0,1952.0,mellem,443.0,170,451.0,140,39250,C,3400
Gl. Holmegårdsvej 73E,55.942409,12.314101,1145000,Ejerlejlighed,1.0,1959.0,lav,539.5,637,1.102,41,27926,D,3400
Fasanvej 18,55.95283,12.252241,5395000,Villa,8.0,1976.0,lav,539.5,1034,782.0,188,28696,E,3400
"Hostrupsvej 23, 4. th",55.928233,12.301405,1995000,Ejerlejlighed,3.0,1936.0,lav,261.0,409,237.0,74,26959,D,3400
Bøgekrogen 2,55.96875,12.295235,4395000,Villa,6.0,1959.0,lav,539.5,1147,2.848,143,30734,C,3400
Stutmestervej 12A,55.937196,12.292182,4795000,Villa,5.0,1955.0,lav,897.0,409,177.0,151,31754,D,3400
"Fredskovhellet 2H, 2. 55",55.933013,12.336274,1095000,Ejerlejlighed,1.0,1972.0,lav,273.0,239,259.0,52,21057,C,3400
Viemosevej 6,55.950829,12.261217,7495000,Villa,6.0,2005.0,lav,539.5,445,170.0,172,43575,C,3400
"Brickasvej 16, kl. ",55.936306,12.284549,1895000,Ejerlejlighed,3.0,1943.0,lav,594.0,580,492.0,88,21534,D,3400
Jespervej 200,55.943898,12.338386,5295000,Villa,4.0,1962.0,mellem,539.5,494,1.461,130,40730,D,3400
Ålholmparken 30,55.937045,12.261398,3595000,Rækkehus,4.0,1973.0,lav,539.5,53,593.0,135,26629,B,3400
Solbuen 107,55.936446,12.251121,5995000,Villa,6.0,2009.0,lav,539.5,681,905.0,163,36779,A2010,3400
Fuglefængervej 10,55.941448,12.280819,3795000,Villa,4.0,1973.0,mellem,335.0,216,96.0,133,28533,D,3400
Hammersholt Byvej 33,55.892765,12.328628,4495000,Villa,7.0,1927.0,mellem,539.5,973,2.311,194,23170,C,3400
Gl. Frederiksborgvej 80,55.903166,12.342598,3595000,Villa,4.0,1973.0,mellem,539.5,485,2.915,113,31814,C,3400
"Allékredsen 1, 2. 1",55.941642,12.262098,3195000,Ejerlejlighed,3.0,1959.0,lav,978.0,268,114.0,84,38035,A2010,3400
Baunevej 2,55.971473,12.230392,3995000,Villa,4.0,1959.0,høj,539.5,298,3.155,128,31210,A2010,3400
"Nordre Jernbanevej 3B, st. tv",55.931523,12.307702,3395000,Ejerlejlighed,4.0,1959.0,lav,254.0,218,189.0,102,33284,C,3400
Fangekrogen 6,55.94526,12.277436,4345000,Villa,5.0,1969.0,mellem,650.0,241,542.0,141,30815,E,3400
