Address,Longitude,Latitude,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Zipcode
Blåmejsevej 13,56.091766,12.39505,2395000,Fritidshus,4.0,1977.0,lav,611.0,4112,1.563,72,33263,C,3120
Ørnevej 4,56.093514,12.378507,3000000,Fritidshus,4.0,1974.0,lav,611.0,3648,508.0,67,44776,C,3120
Hindsehovgården 18,56.092952,12.379954,1990000,Rækkehus,4.0,1991.0,lav,611.0,3728,596.0,93,21397,D,3120
Munkerupvej 4,56.103335,12.372857,3495000,Fritidshus,5.0,1952.0,lav,611.0,3669,1.161,101,34603,C,3120
Vænget 1,56.091,12.379893,3745000,Fritidshus,4.0,1970.0,lav,611.0,3696,631.0,119,31470,C,3120
Rævebakken 30B,56.089418,12.377917,4950000,Fritidshus,4.0,1974.0,lav,611.0,3557,610.0,110,45000,C,3120
Rødkildevej 8B,56.101811,12.368935,4500000,Fritidshus,7.0,2010.0,lav,611.0,3369,988.0,149,30201,C,3120
Villingerødvej 67A,56.070199,12.387126,1495000,Fritidshus,4.0,1952.0,meget lav,611.0,2324,2.737,103,14514,C,3120
Allikevej 12,56.094339,12.392455,2495000,Fritidshus,3.0,1970.0,lav,611.0,4325,1.401,64,38984,C,3120
Strandkrogen 6,56.095991,12.403441,2395000,Fritidshus,2.0,1984.0,lav,611.0,3690,2.119,50,47900,C,3120
Rødkildevej 1,56.101854,12.372195,4350000,Villa,4.0,1961.0,lav,611.0,3556,992.0,211,20616,B,3120
Firhøjvej 20,56.103752,12.365701,2495000,Fritidshus,5.0,1965.0,lav,611.0,3300,1.238,92,27119,C,3120
Gøgevej 32,56.092336,12.393815,2695000,Fritidshus,3.0,1978.0,lav,611.0,4200,1.481,74,36418,C,3120
Hejrevej 19,56.093919,12.389254,3500000,Fritidshus,4.0,1968.0,lav,611.0,4330,1.193,115,30434,C,3120
Kragevej 4,56.09458,12.38162,3695000,Villa,6.0,1997.0,lav,611.0,3865,725.0,151,24470,D,3120
Storkevej 12,56.09387,12.376395,3600000,Fritidshus,5.0,1967.0,lav,611.0,3523,383.0,116,31034,C,3120
Hellebjergvej 19A,56.071464,12.40599,6995000,Villa,6.0,1986.0,mellem,611.0,2989,2.78,251,27868,C,3120
Birke Alle 25,56.097189,12.378035,2500000,Fritidshus,4.0,1942.0,høj,611.0,3713,667.0,69,36231,C,3120
Møllemarken 16,56.099373,12.387561,4500000,Fritidshus,3.0,1964.0,høj,611.0,4365,1.294,70,64285,C,3120
Ved Skellet 10,56.106326,12.365577,4500000,Fritidshus,3.0,1963.0,lav,611.0,3457,1.518,76,59210,C,3120
Åsvinget 40,56.098598,12.372253,2995000,Fritidshus,4.0,1968.0,lav,611.0,3415,635.0,144,20798,D,3120
Fasanvej 52,56.08987,12.392265,2500000,Fritidshus,3.0,1984.0,lav,611.0,4264,1.422,64,39062,C,3120
Løvsangervej 26,56.09325,12.397274,2995000,Fritidshus,3.0,1974.0,lav,611.0,4000,1.7,66,45378,C,3120
Slåenvangen 31,56.106795,12.358746,3500000,Fritidshus,2.0,1970.0,mellem,611.0,3155,1.711,81,43209,C,3120
Firhøjvej 12,56.104294,12.367382,3195000,Fritidshus,5.0,1936.0,lav,611.0,3423,1.275,96,33281,C,3120
Munkerup Have 70,56.10701,12.367466,2750000,Villa,4.0,1880.0,lav,611.0,3599,1.572,126,21825,G,3120
Ørnevej 11,56.09307,12.376669,2350000,Fritidshus,6.0,1967.0,lav,611.0,3524,387.0,129,18217,C,3120
Musvågevej 10,56.091958,12.378205,3195000,Fritidshus,5.0,1969.0,lav,611.0,3602,497.0,88,36306,C,3120
Munkerup Strandvej 19,56.10166,12.372902,2000000,Fritidshus,2.0,1927.0,lav,611.0,3587,977.0,45,44444,C,3120
Ny-Ager 31,56.087706,12.377969,5195000,Fritidshus,4.0,1973.0,meget lav,611.0,3554,749.0,77,67467,C,3120
Drosselvej 13,56.090801,12.382172,3695000,Fritidshus,4.0,1969.0,lav,611.0,3838,775.0,96,38489,C,3120
Fasanvej 49,56.090376,12.395913,2995000,Fritidshus,4.0,1999.0,lav,611.0,4039,1.638,98,30561,C,3120
Bynkevangen 15,56.106308,12.362298,3960000,Fritidshus,4.0,1969.0,lav,611.0,3291,1.573,92,43043,C,3120
Drosselvej 20,56.091141,12.383798,3250000,Fritidshus,4.0,1970.0,lav,611.0,3945,865.0,89,36516,C,3120
Skovvænget 13,56.103441,12.377391,39800000,Fritidshus,5.0,2018.0,høj,611.0,3931,1.241,179,222346,C,3120
Skovduevej 25,56.090084,12.387936,2295000,Fritidshus,3.0,1974.0,lav,611.0,4198,1.15,84,27321,C,3120
Bøgevangen 10,56.103076,12.368651,6500000,Fritidshus,5.0,2020.0,lav,611.0,3421,1.13,145,44827,C,3120
Tranevej 1,56.094883,12.380041,4495000,Villa,5.0,1981.0,lav,611.0,3773,638.0,153,29379,A2010,3120
Ibisvej 8,56.093962,12.382648,3595000,Villa,7.0,1971.0,lav,611.0,3916,776.0,257,13988,C,3120
Munkerup Strandvej 21,56.101789,12.372614,1799000,Fritidshus,5.0,1948.0,lav,611.0,3577,988.0,58,31017,C,3120
Tårnfalkevej 12,56.092603,12.375845,3495000,Fritidshus,4.0,1971.0,meget lav,611.0,3463,337.0,95,36789,C,3120
Munkerup Strandvej 39A,56.104596,12.370136,2995000,Villa,4.0,1997.0,lav,611.0,3589,1.292,124,24153,C,3120
Blåmunkevangen 4,56.108069,12.363872,2195000,Villa,4.0,1965.0,lav,611.0,3493,1.731,114,19254,E,3120
Linde Alle 44,56.097897,12.371661,2995000,Fritidshus,3.0,1951.0,lav,611.0,3352,552.0,71,42183,C,3120
Skovduevej 20,56.090234,12.385936,2650000,Fritidshus,4.0,1973.0,lav,611.0,4072,1.023,77,34415,C,3120
Solsortevej 12,56.089385,12.38311,1850000,Fritidshus,3.0,1974.0,lav,611.0,3887,890.0,47,39361,C,3120
Fasanvej 71,56.089665,12.39334,3500000,Fritidshus,3.0,1979.0,lav,611.0,4194,1.494,62,56451,C,3120
Villingerødvej 53,56.073332,12.390554,7500000,Villa,10.0,1870.0,mellem,611.0,2719,2.523,280,26785,C,3120
Sneppevej 7,56.091321,12.386027,2295000,Fritidshus,3.0,1972.0,lav,611.0,4088,1.0,52,44134,C,3120
Villingerødvej 23,56.09241,12.383586,2395000,Fritidshus,3.0,1972.0,lav,611.0,3948,830.0,70,34214,C,3120
Blåmunkevej 30,56.111742,12.358748,2745000,Fritidshus,4.0,1986.0,mellem,611.0,3162,2.217,66,41590,C,3120
Odinshøjparken 10,56.083809,12.517323,3995000,Rækkehus,4.0,1987.0,lav,463.5,556,3.782,114,35043,D,3140
Moseskrænten 9,56.071728,12.530846,4995000,Villa,4.0,1950.0,mellem,658.0,351,4.219,146,34212,D,3140
Stentoften 3,56.072126,12.527186,4585000,Villa,4.0,1932.0,mellem,840.0,362,4.388,137,33467,B,3140
Nordre Strandvej 235,56.080412,12.535118,7500000,Villa,7.0,1917.0,mellem,639.0,410,4.929,249,30120,E,3140
Freysvej 14,56.077507,12.536959,5495000,Villa,5.0,2011.0,lav,298.0,410,4.587,168,32708,B,3140
Erik Gudmands Vej 9,56.072803,12.545818,3995000,Villa,6.0,1964.0,høj,494.0,360,3.885,162,24660,C,3140
Møllevej 22,56.077867,12.521499,6995000,Villa,6.0,1997.0,mellem,463.5,528,4.179,224,31227,A2010,3140
Nordre Strandvej 205,56.077429,12.543241,4495000,Villa,6.0,1970.0,lav,357.0,299,4.424,175,25685,D,3140
Rømøvej 18,56.078171,12.534168,4589000,Villa,6.0,1915.0,mellem,465.0,284,4.731,170,26994,D,3140
Ålsgårde Stationsvej 7,56.07562,12.535544,4795000,Villa,5.0,1965.0,lav,242.0,347,4.439,187,25641,E,3140
Skåningevej 1,56.075091,12.54581,5695000,Villa,5.0,2004.0,lav,418.0,273,4.124,160,35593,B,3140
Nordre Strandvej 162B,56.077617,12.543679,5995000,Rækkehus,4.0,1827.0,lav,391.0,329,4.434,132,45416,G,3140
Værmlandsvej 7,56.075467,12.531444,3300000,Villa,5.0,1970.0,mellem,499.0,101,4.551,136,24264,C,3140
Teglværksvej 2,56.074566,12.544544,4245000,Villa,5.0,1959.0,lav,343.0,195,4.097,160,26531,C,3140
Krogebakke 4B,56.075546,12.545338,6750000,Villa,4.0,2019.0,lav,390.0,252,4.182,163,41411,A,3140
Møllestenen 32,56.08204,12.519306,4295000,Villa,3.0,2000.0,lav,463.5,778,3.937,132,32537,B,3140
Nordskov Møllevej 5,56.080119,12.529668,5995000,Villa,4.0,2015.0,mellem,822.0,191,4.625,160,37468,A2010,3140
Krogebakke 6A,56.075871,12.545256,8500000,Villa,5.0,1919.0,lav,390.0,259,4.217,181,46961,D,3140
Krondrevet 30,56.080544,12.521552,2495000,Rækkehus,3.0,1982.0,mellem,463.5,573,4.11,106,23537,C,3140
Birkehegnet 1,56.071049,12.525484,2600000,Villa,4.0,1954.0,mellem,989.0,522,4.358,85,30588,E,3140
Teglværksvej 16A,56.073429,12.545013,5995000,Villa,5.0,1967.0,høj,414.0,276,3.969,173,34653,C,3140
Ellekildehavevej 26,56.078456,12.534937,6195000,Villa,9.0,2016.0,mellem,457.0,332,4.738,229,27052,A2010,3140
Møllevej 26,56.077421,12.521328,3095000,Villa,4.0,1827.0,mellem,463.5,546,4.182,93,33279,F,3140
Krondrevet 13,56.080578,12.519363,2395000,Rækkehus,3.0,1982.0,lav,463.5,704,3.972,106,22594,B,3140
Nordre Strandvej 172A,56.078926,12.541051,16985000,Villa,6.0,1996.0,lav,432.0,446,4.629,232,73211,C,3140
Nordre Strandvej 144B,56.075525,12.547618,19995000,Fritidshus,10.0,1907.0,lav,534.0,393,4.132,247,80951,C,3140
Erik Gudmands Vej 14A,56.073205,12.544906,5500000,Rækkehus,5.0,1967.0,høj,421.0,286,3.948,170,32352,C,3140
Carsten Hauchs Vej 25,56.072861,12.542954,3775000,Villa,4.0,1967.0,høj,348.0,245,3.96,122,30942,C,3140
Nordre Strandvej 249B,56.081818,12.529935,8149000,Villa,3.0,2015.0,mellem,947.0,380,4.609,157,51904,A2010,3140
Nordre Strandvej 273B,56.086019,12.516309,13000000,Villa,6.0,2003.0,lav,463.5,371,3.693,248,52419,C,3140
Vinkelvænget 3B,56.072433,12.533785,4995000,Villa,5.0,2013.0,mellem,462.0,352,4.185,158,31613,A2015,3140
Skellebækbakken 12B,56.076739,12.520199,5699000,Villa,7.0,1998.0,mellem,463.5,635,4.137,241,23647,A2010,3140
Krondrevet 50,56.080846,12.521828,2295000,Villa,3.0,1982.0,mellem,463.5,572,4.12,106,21650,C,3140
Nordre Strandvej 222,56.081939,12.530711,7595000,Villa,7.0,1967.0,mellem,928.0,398,4.655,170,44676,C,3140
Nordre Strandvej 258B,56.08549,12.519385,11800000,Villa,7.0,2001.0,lav,463.5,575,3.892,260,45384,B,3140
Vinkelvænget 4,56.072737,12.532795,3995000,Villa,5.0,1953.0,mellem,492.0,287,4.246,117,34145,E,3140
Krondrevet 22,56.08048,12.520899,2385000,Rækkehus,3.0,1982.0,mellem,463.5,608,4.07,106,22500,B,3140
Apperupvej 37C,56.073084,12.533766,5150000,Villa,6.0,1905.0,mellem,419.0,299,4.248,131,39312,C,3140
Snippen 4,56.071497,12.527523,4195000,Villa,5.0,1949.0,mellem,851.0,413,4.319,149,28154,D,3140
Odinshøjvej 128A,56.083777,12.519364,6500000,Villa,5.0,1993.0,lav,463.5,660,3.911,174,37356,B,3140
Nordre Strandvej 230B,56.082521,12.528893,15995000,Villa,4.0,1990.0,mellem,463.5,461,4.531,140,114250,C,3140
Krondrevet 103,56.081803,12.520887,2645000,Rækkehus,3.0,1982.0,mellem,463.5,679,4.041,106,24952,C,3140
Moseskrænten 10,56.071581,12.530068,3595000,Villa,6.0,1973.0,mellem,708.0,365,4.233,174,20660,D,3140
Vinkelvænget 1,56.072647,12.533223,5295000,Villa,5.0,1958.0,mellem,476.0,311,4.224,160,33093,D,3140
"Nordre Strandvej 123E, st. th",56.070511,12.55685,1975000,Ejerlejlighed,2.0,1957.0,mellem,611.0,209,3.444,73,27054,D,3150
"Nordre Strandvej 119E, st. ",56.06891,12.558229,4250000,Ejerlejlighed,2.0,1957.0,mellem,611.0,249,3.253,100,42500,A,3150
Sveasvej 24,56.065213,12.56382,7995000,Villa,5.0,2004.0,mellem,611.0,465,2.798,177,45169,B,3150
Sjølundsvej 1,56.066526,12.56241,10950000,Villa,5.0,1966.0,mellem,611.0,343,2.952,179,61173,E,3150
"Nordre Strandvej 119F, st. ",56.069189,12.558016,5250000,Ejerlejlighed,3.0,1957.0,mellem,611.0,276,3.286,125,42000,A,3150
"Nordre Strandvej 119G, st. 3",56.069247,12.557655,6995000,Ejerlejlighed,4.0,1957.0,mellem,611.0,278,3.296,153,45718,A,3150
Turbinevej 38,56.067366,12.558421,5600000,Villa,5.0,1957.0,mellem,611.0,110,3.082,145,38620,A,3150
Nordre Strandvej 125A,56.070695,12.556165,7995000,Villa,10.0,1957.0,mellem,611.0,161,3.473,202,39579,A,3150
"Nordre Strandvej 119G, kl. 1",56.069247,12.557655,5250000,Ejerlejlighed,3.0,1957.0,mellem,611.0,278,3.296,125,42000,A,3150
Turbinevej 6,56.068441,12.557992,5795000,Villa,3.0,1998.0,mellem,611.0,195,3.204,134,43246,D,3150
"Nordre Strandvej 119G, st. 5",56.069247,12.557655,6750000,Ejerlejlighed,5.0,1957.0,mellem,611.0,278,3.296,182,37087,A,3150
Hammermøllevej 3M,56.068916,12.557827,5500000,Rækkehus,5.0,1957.0,mellem,611.0,244,3.258,152,36184,A,3150
Nordre Strandvej 119C,56.069577,12.557953,5250000,Ejerlejlighed,3.0,1957.0,mellem,611.0,317,3.329,124,42338,A,3150
Hammermøllevej 3N,56.068877,12.557891,5500000,Rækkehus,5.0,1957.0,mellem,611.0,240,3.253,150,36666,A,3150
"Nordre Strandvej 119B, 1. 4",56.06967,12.558119,3995000,Ejerlejlighed,2.0,1957.0,mellem,611.0,323,3.337,90,44388,A,3150
"Nordre Strandvej 119D, st. ",56.069509,12.557808,4250000,Ejerlejlighed,2.0,1957.0,mellem,611.0,308,3.323,100,42500,A,3150
Hammermøllevej 3K,56.068977,12.557725,5550000,Rækkehus,5.0,1957.0,mellem,611.0,249,3.266,146,38013,A,3150
Turbinevej 5,56.068539,12.55901,7500000,Villa,4.0,1920.0,mellem,611.0,228,3.201,132,56818,F,3150
Nordre Strandvej 109,56.066049,12.563306,17900000,Villa,6.0,1897.0,mellem,611.0,407,2.893,680,26323,D,3150
"Nordre Strandvej 119G, st. 1",56.069247,12.557655,5750000,Ejerlejlighed,4.0,1957.0,mellem,611.0,278,3.296,153,37581,A,3150
Hammermøllevej 3H,56.069012,12.557667,5500000,Rækkehus,5.0,1957.0,mellem,611.0,252,3.271,150,36666,A,3150
Bøssemagergade 1C,56.070509,12.556513,2500000,Ejerlejlighed,3.0,1957.0,mellem,611.0,189,3.448,51,49019,D,3150
Vestergade 57,56.021822,12.187321,2695000,Villa,5.0,1937.0,mellem,857.0,611,812.0,125,21560,D,3200
Egekrogen 1,56.021305,12.188132,3495000,Villa,5.0,1976.0,mellem,792.0,595,750.0,147,23775,D,3200
Øllemosevej 4,56.073012,12.218014,6995000,Villa,4.0,1800.0,meget lav,434.5,1683,1.396,173,40433,C,3200
Hestehave 21,56.013354,12.204695,5995000,Villa,6.0,1897.0,mellem,758.0,508,438.0,227,26409,C,3200
"Badstuevej 5, 1. th",56.021638,12.199686,1395000,Ejerlejlighed,2.0,1990.0,mellem,220.0,440,157.0,65,21461,C,3200
Clausensvej 11,56.010625,12.149964,3700000,Villa,4.0,1900.0,meget høj,434.5,2174,2.263,109,33944,C,3200
Klingebjergvej 13,56.005073,12.113414,2995000,Villa,5.0,2004.0,meget lav,434.5,1062,1.204,143,20944,D,3200
Holmevej 2,55.992261,12.188302,2195000,Villa,5.0,1967.0,lav,434.5,647,2.645,184,11929,D,3200
Pinuslunden 1,56.009754,12.21424,5250000,Villa,6.0,2002.0,lav,434.5,1111,1.165,194,27061,C,3200
Søkæret 3,55.981476,12.172994,2695000,Villa,6.0,1972.0,mellem,434.5,146,4.099,186,14489,B,3200
Skærødvej 42,56.007486,12.168767,4495000,Villa,6.0,1860.0,lav,434.5,1373,2.098,253,17766,D,3200
Ellemosevej 90,56.031622,12.129509,4750000,Villa,8.0,1984.0,meget lav,434.5,2097,1.962,263,18060,D,3200
Engsvinget 2,56.019655,12.206273,3245000,Villa,5.0,1963.0,mellem,384.0,235,383.0,126,25753,C,3200
Granvej 7,55.996524,12.19185,3100000,Villa,6.0,1967.0,høj,434.5,367,2.132,343,9037,E,3200
Baundalsvej 7,56.014331,12.157833,1845000,Villa,3.0,1968.0,lav,434.5,1579,2.608,116,15905,D,3200
Storskoven 18,56.000563,12.189831,3495000,Villa,7.0,1967.0,meget lav,434.5,345,1.734,155,22548,E,3200
Egebakken 3A,56.021113,12.186647,1995000,Rækkehus,3.0,1979.0,mellem,880.0,521,841.0,76,26250,C,3200
Svansmosen 7,56.039645,12.158445,1695000,Fritidshus,4.0,1955.0,høj,434.5,2265,3.236,86,19709,C,3200
Bakkevej 49B,56.001243,12.13282,3995000,Fritidshus,4.0,1960.0,lav,434.5,1853,1.957,114,35043,C,3200
Skovgårdsvej 52,56.02633,12.171416,1795000,Villa,2.0,1902.0,høj,434.5,1221,1.929,70,25642,G,3200
Falkevej 6,56.028207,12.209002,2495000,Villa,5.0,1971.0,mellem,656.0,511,783.0,148,16858,E,3200
Frederiksværkvej 152,56.019316,12.090683,1695000,Villa,4.0,1947.0,mellem,434.5,1655,1.635,126,13452,G,3200
Gurrehavevej 23,56.015839,12.163515,3495000,Villa,5.0,2012.0,lav,434.5,1194,2.244,150,23300,B,3200
Dalenborgvej 14,55.985441,12.156398,3195000,Fritidshus,3.0,2006.0,meget lav,434.5,1266,4.259,136,23492,C,3200
Klingebjergvej 23,56.004957,12.115443,3350000,Villa,3.0,1969.0,meget lav,434.5,1068,1.209,113,29646,F,3200
Vinkelvej 12,56.024557,12.202941,2735000,Villa,7.0,1915.0,mellem,140.0,127,231.0,170,16088,D,3200
"Rådhusvej 70, 1. th",56.021278,12.198378,2495000,Ejerlejlighed,4.0,1955.0,mellem,213.0,524,148.0,103,24223,A2015,3200
Bakkevej 42,56.001397,12.131044,4995000,Fritidshus,8.0,1957.0,lav,434.5,1773,1.881,216,23125,C,3200
Petersmindevej 3,56.075177,12.212098,4295000,Villa,5.0,1860.0,mellem,434.5,1397,1.113,217,19792,D,3200
Gurrehavegårdsvej 50,56.014451,12.16391,3395000,Villa,5.0,1955.0,lav,434.5,1199,2.22,140,24250,C,3200
Skovparken 34,56.013536,12.212463,3695000,Villa,5.0,2007.0,høj,434.5,718,897.0,171,21608,C,3200
Bakkelandet 18,55.995784,12.15281,1995000,Fritidshus,5.0,1972.0,meget lav,434.5,2110,3.251,71,28098,C,3200
Ammendrup Park 174,56.007018,12.204547,4500000,Villa,5.0,1955.0,lav,434.5,1210,994.0,180,25000,A,3200
Vestergade 78,56.021414,12.183497,2375000,Villa,5.0,1968.0,mellem,434.5,476,1.044,140,16964,C,3200
Elmekrogen 15,56.020147,12.184373,2750000,Villa,5.0,1973.0,mellem,434.5,357,979.0,126,21825,F,3200
Gåselandsvej 6,56.014305,12.158763,2645000,Villa,4.0,1969.0,lav,434.5,1522,2.549,115,23000,C,3200
Solbjergvej 5,55.998423,12.239698,5495000,Villa,5.0,1955.0,meget lav,434.5,2915,3.214,160,34343,C,3200
Frederiksborgvej 64,56.013325,12.209636,1795000,Villa,3.0,1958.0,høj,925.0,618,729.0,109,16467,C,3200
Skovgårdsvej 44B,56.019526,12.179042,2150000,Rækkehus,3.0,2018.0,mellem,434.5,324,1.321,68,31617,C,3200
Aggebovej 7,56.057124,12.208041,3295000,Villa,3.0,1860.0,meget lav,434.5,3215,3.13,179,18407,C,3200
Eghøj 18,56.008856,12.110377,4995000,Villa,5.0,2013.0,lav,434.5,709,845.0,180,27750,C,3200
Poppelvej 11,56.02049,12.207447,2595000,Villa,4.0,1960.0,mellem,412.0,353,463.0,144,18020,E,3200
Birkegårdsvej 17,56.000696,12.194969,3545000,Villa,6.0,1973.0,høj,434.5,604,1.641,239,14832,D,3200
Nordgrundvej 21F,56.005981,12.117172,2995000,Villa,4.0,1980.0,meget lav,434.5,961,1.1,148,20236,F,3200
Bøgevej 6,56.024469,12.206184,2995000,Villa,4.0,1954.0,mellem,227.0,87,368.0,96,31197,C,3200
Stenlandsvej 1,56.025529,12.210926,2995000,Villa,5.0,1975.0,høj,548.0,411,689.0,155,19322,C,3200
"Bryggervej 5D, st. 2",56.022369,12.180584,2395000,Ejerlejlighed,4.0,2008.0,mellem,434.5,581,1.244,110,21772,B,3200
Lindevej 21,56.020717,12.194206,2395000,Rækkehus,3.0,1974.0,mellem,401.0,706,358.0,102,23480,C,3200
Skovfogedvej 4,55.998524,12.190096,3495000,Villa,5.0,1973.0,meget lav,434.5,223,1.944,178,19634,D,3200
Engsvinget 27,56.018876,12.207288,4995000,Villa,9.0,1964.0,mellem,458.0,225,456.0,218,22912,C,3200
Fasanvej 21,56.017874,12.161989,1945000,Villa,4.0,1964.0,lav,434.5,1284,2.358,110,17681,F,3200
Bybakken 15,55.979213,12.172748,4495000,Villa,4.0,1968.0,mellem,434.5,326,4.337,182,24697,D,3200
Kagerup Byvej 31,55.997591,12.264325,3145000,Villa,5.0,2004.0,mellem,434.5,3377,4.619,174,18074,B,3200
Vestergade 68,56.021764,12.185267,2750000,Villa,5.0,1920.0,mellem,982.0,544,939.0,115,23913,D,3200
Rørsangervej 11,56.016632,12.089363,1495000,Fritidshus,2.0,1969.0,mellem,434.5,1669,1.675,52,28750,C,3200
Troldeskoven 36,56.029657,12.185247,2950000,Rækkehus,3.0,2022.0,mellem,434.5,299,1.28,104,28365,A,3200
Valby Gade 3B,56.05648,12.206167,3395000,Villa,8.0,1875.0,meget lav,434.5,3106,3.215,256,13261,D,3200
Søkrogvej 7,56.0149,12.111596,4250000,Villa,4.0,1939.0,høj,434.5,240,277.0,125,34000,D,3200
Gribskovvej 77,55.996198,12.266838,2695000,Villa,3.0,1877.0,mellem,434.5,3345,4.83,120,22458,F,3200
Landagervej 47,56.021084,12.190891,2695000,Villa,5.0,1964.0,mellem,616.0,706,573.0,121,22272,E,3200
Ahornvænget 6,56.019958,12.202542,3795000,Villa,5.0,1975.0,mellem,149.0,249,149.0,179,21201,C,3200
Nellerødvej 40B,56.01611,12.257482,3950000,Villa,7.0,1955.0,mellem,434.5,2392,3.654,220,17954,C,3200
Nøddestien 1,56.022104,12.204766,1895000,Villa,4.0,1961.0,mellem,166.0,240,232.0,87,21781,F,3200
Ahornvej 29,56.018873,12.202729,2650000,Villa,4.0,1960.0,mellem,182.0,140,179.0,98,27040,C,3200
Bymosevej 77,56.017786,12.185369,2495000,Villa,4.0,1972.0,mellem,971.0,217,894.0,130,19192,F,3200
Valbyvej 65,56.052285,12.197934,1795000,Villa,3.0,1932.0,meget lav,434.5,2515,3.29,103,17427,E,3200
Kildevej 158,56.034274,12.160213,6995000,Villa,6.0,1875.0,høj,434.5,1946,2.914,348,20100,A2015,3200
Bryggervej 28,56.023102,12.183631,2745000,Rækkehus,3.0,2003.0,mellem,434.5,662,1.076,96,28593,A2010,3200
Bakkelandet 40,55.994902,12.155152,2200000,Fritidshus,5.0,1985.0,meget lav,434.5,1937,3.427,120,18333,C,3200
Løvdalsvej 5,56.015235,12.15992,2295000,Villa,4.0,1967.0,lav,434.5,1430,2.472,137,16751,D,3200
Østergade 63,56.024605,12.210051,3749000,Villa,5.0,1955.0,høj,457.0,332,597.0,150,24993,C,3200
Hyldevænget 10,56.023534,12.192823,2250000,Rækkehus,5.0,1969.0,mellem,637.0,753,547.0,127,17716,C,3200
Ammendrup Park 156,56.007547,12.207716,4745000,Villa,6.0,2022.0,lav,434.5,1173,1.036,191,24842,A2020,3200
Bukkarvej 3,56.031946,12.20213,1749000,Villa,2.0,1910.0,mellem,961.0,807,1.027,64,27328,D,3200
Rørsangervej 9,56.016586,12.08893,2795000,Villa,5.0,1967.0,mellem,434.5,1696,1.702,140,19964,D,3200
Hejrevej 22,56.017651,12.091392,1795000,Fritidshus,2.0,1965.0,mellem,434.5,1562,1.556,62,28951,C,3200
Farvergårdsvej 6,56.052869,12.154218,2150000,Villa,5.0,1850.0,lav,434.5,1821,1.793,160,13437,D,3200
Vestergade 66,56.021792,12.185491,3895000,Villa,6.0,1847.0,mellem,968.0,553,925.0,200,19475,B,3200
Jernbæk Alle 54,56.007754,12.115503,2395000,Villa,6.0,1974.0,meget lav,434.5,758,899.0,148,16182,D,3200
Gurrehaven 36,56.013632,12.161359,2495000,Villa,6.0,1970.0,lav,434.5,1380,2.388,185,13486,D,3200
Nordgrundvej 11,56.006501,12.11386,2350000,Villa,5.0,1973.0,meget lav,434.5,901,1.044,148,15878,E,3200
Granvej 59,56.00122,12.196803,5495000,Villa,5.0,1971.0,høj,434.5,734,1.57,238,23088,E,3200
Pinusparken 15,56.011314,12.21289,4700000,Villa,7.0,2005.0,lav,434.5,920,1.006,240,19583,A2010,3200
Kirkegade 13,56.024102,12.198513,2845000,Villa,4.0,1955.0,mellem,313.0,405,235.0,135,21074,C,3200
Skovgårdsvej 12,56.014331,12.18938,1865000,Villa,4.0,1949.0,mellem,912.0,562,606.0,99,18838,E,3200
Gåselandsvej 8,56.014104,12.158671,2145000,Villa,4.0,1967.0,lav,434.5,1532,2.556,118,18177,D,3200
Bryggerengen 2,56.023775,12.178807,2745000,Rækkehus,4.0,2006.0,mellem,434.5,759,1.392,100,27450,B,3200
"Badstuevej 3, 1. mf",56.021598,12.19971,1595000,Ejerlejlighed,3.0,1955.0,mellem,215.0,442,156.0,87,18333,C,3200
Gammel Frederiksborgvej 10,56.011619,12.216142,6495000,Villa,6.0,1971.0,høj,434.5,1035,1.183,281,23113,B,3200
Gyvelvænget 19,56.014185,12.121092,2850000,Villa,5.0,1955.0,mellem,434.5,370,394.0,168,16964,C,3200
Vinkelvej 11A,56.024324,12.202715,2795000,Villa,4.0,1930.0,mellem,117.0,137,201.0,124,22540,B,3200
"Badstuevej 1, 1. th",56.021553,12.19974,1375000,Ejerlejlighed,2.0,1990.0,mellem,210.0,444,150.0,59,23305,C,3200
Bakkelandet 4,55.99364,12.1529,995000,Fritidshus,3.0,1967.0,meget lav,434.5,1937,3.423,69,14420,C,3200
Engerødvej 5A,56.021841,12.207093,2735000,Rækkehus,3.0,2020.0,mellem,295.0,304,382.0,104,26298,A,3200
Rørmosevej 92,55.995621,12.218424,7500000,Villa,5.0,1927.0,mellem,434.5,2038,2.521,296,25337,C,3200
Nøddestien 5,56.02189,12.204093,3495000,Villa,5.0,1958.0,mellem,167.0,268,201.0,167,20928,B,3200
Midtervejen 7,56.075835,12.12652,4995000,Fritidshus,4.0,1972.0,meget lav,611.0,1323,1.288,125,39960,C,3210
Plovmandsvang 14,56.079082,12.153659,3495000,Fritidshus,4.0,1965.0,lav,611.0,1980,1.586,100,34950,C,3210
Bredengen 9,56.08596,12.162375,4985000,Fritidshus,6.0,2019.0,lav,611.0,2924,1.236,155,32161,C,3210
Lundekrog 3,56.065445,12.10857,9500000,Fritidshus,5.0,1975.0,lav,611.0,889,1.898,133,71428,C,3210
Mælkevejen 2,56.077982,12.13282,1985000,Fritidshus,3.0,1973.0,mellem,611.0,1457,1.316,57,34824,C,3210
